activity_id,sport_type,timestamp,latitude,longitude,heart_rate,speed,cadence,duration_seconds
2024-04-04T23:13:46Z,walk,2024-04-04 23:13:59+00:00,-8.05199833,-34.94863166,89,0.0,,0.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:00+00:00,-8.05201332,-34.94863999,89,0.0,,1.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:01+00:00,-8.05201698,-34.94864666,89,0.0,,2.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:02+00:00,-8.05201232,-34.94865131,89,0.0,33.0,3.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:03+00:00,-8.05200299,-34.94865997,89,0.0,33.0,4.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:04+00:00,-8.051989,-34.94867164,90,0.3400000035762787,33.0,5.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:05+00:00,-8.05197633,-34.94868729,90,0.8299999833106995,33.0,6.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:06+00:00,-8.05196333,-34.94870396,90,1.0099999904632568,33.0,7.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:07+00:00,-8.05195068,-34.94872128,90,1.2599999904632568,33.0,8.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:08+00:00,-8.05194234,-34.94873662,89,1.590000033378601,33.0,9.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:09+00:00,-8.05193369,-34.94875361,88,1.7300000190734863,33.0,10.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:10+00:00,-8.05192769,-34.9487696,88,1.7300000190734863,33.0,11.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:11+00:00,-8.05192236,-34.94878393,88,1.75,33.0,12.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:12+00:00,-8.0519177,-34.94879825,89,1.7699999809265137,33.0,13.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:13+00:00,-8.05191304,-34.94881191,89,1.7599999904632568,33.0,14.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:14+00:00,-8.05190771,-34.94882658,89,1.7400000095367432,34.0,15.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:15+00:00,-8.05190337,-34.94884123,89,1.690000057220459,34.0,16.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:16+00:00,-8.05189937,-34.94885556,89,1.690000057220459,34.0,17.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:17+00:00,-8.05189405,-34.94886889,90,1.649999976158142,34.0,18.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:18+00:00,-8.05188738,-34.94888188,90,1.6399999856948853,34.0,19.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:19+00:00,-8.05188106,-34.94889421,90,1.6299999952316284,32.0,20.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:20+00:00,-8.0518774,-34.94890521,89,1.6200000047683716,32.0,21.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:21+00:00,-8.05187508,-34.94891454,89,1.6100000143051147,32.0,22.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:23+00:00,-8.05187508,-34.94892254,90,1.5800000429153442,32.0,24.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:23+00:00,-8.05187707,-34.94893054,90,1.5800000429153442,32.0,24.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:24+00:00,-8.05188073,-34.94893853,90,1.5199999809265137,32.0,25.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:25+00:00,-8.05188606,-34.94894686,90,1.399999976158142,32.0,26.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:26+00:00,-8.05189206,-34.94895653,90,1.2899999618530273,32.0,27.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:27+00:00,-8.05189906,-34.94896785,90,1.2400000095367432,32.0,28.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:28+00:00,-8.05190538,-34.94897951,90,1.2400000095367432,32.0,29.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:29+00:00,-8.05191071,-34.94899317,90,1.2300000190734863,32.0,30.0
2024-04-04T23:13:46Z,walk,2024-04-04 23:14:30+00:00,-8.05191471,-34.94900684,90,1.2300000190734863,32.0,31.0
